Rk,Name,Age,Tm,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Name-additional,no_accent_names,clean_end,no_period,clean_name
497,MychalÿGivens,32,2TM,1,0,0,0,0,0,0,0,0,0,0,0.499,0.5,0,0,0,givenmy01,MychalÿGivens,MychalÿGivens,MychalÿGivens,mychalgivens
499,Jos‚ÿGodoy*,27,2TM,10,22,-4,0,0,0,0,-3,-0.3,1,-2,0.468,0.498,-0.3,0.1,-2,godoyjo01,JoseÿGodoy*,JoseÿGodoy,JoseÿGodoy,josegodoy
500,PaulÿGoldschmidt,34,STL,151,651,59,1,0,2,-8,54,5.6,22,75,0.536,0.534,7.4,-0.6,73,goldspa01,PaulÿGoldschmidt,PaulÿGoldschmidt,PaulÿGoldschmidt,paulgoldschmidt
502,YanÿGomes,34,CHC,86,293,-10,-1,-2,5,4,-3,-0.3,10,7,0.496,0.498,0.1,1,2,gomesya01,YanÿGomes,YanÿGomes,YanÿGomes,yangomes
506,ErikÿGonz lez,30,MIA,16,41,-3,0,0,2,1,0,0,1,2,0.501,0.5,-0.1,0.3,-1,gonzaer01,ErikÿGonzalez,ErikÿGonzalez,ErikÿGonzalez,erikgonzalez
507,LuisÿGonz lez*,26,SFG,98,350,-4,-1,2,0,-5,-8,-0.7,12,5,0.492,0.495,0.3,-0.5,4,gonzalu03,LuisÿGonzalez*,LuisÿGonzalez,LuisÿGonzalez,luisgonzalez
508,MarwinÿGonz lez#,33,NYY,85,207,-8,0,-1,11,-1,1,0.1,7,8,0.502,0.501,-0.4,1.1,-3,gonzama01,MarwinÿGonzalez#,MarwinÿGonzalez,MarwinÿGonzalez,marwingonzalez
509,OscarÿGonz lez,24,CLE,91,382,12,-1,1,-1,-3,8,0.8,13,21,0.509,0.505,2.2,-0.5,22,gonzaos01,OscarÿGonzalez,OscarÿGonzalez,OscarÿGonzalez,oscargonzalez
510,RomyÿGonzalez,25,CHW,32,109,-4,-1,0,-2,1,-6,-0.6,4,-2,0.48,0.496,0,-0.1,0,gonzaro01,RomyÿGonzalez,RomyÿGonzalez,RomyÿGonzalez,romygonzalez
511,NikoÿGoodrum#,30,HOU,15,45,-5,0,0,1,0,-4,-0.4,2,-2,0.474,0.498,-0.4,0.1,-3,goodrni01,NikoÿGoodrum#,NikoÿGoodrum,NikoÿGoodrum,nikogoodrum
512,NickÿGordon*,26,MIN,136,443,5,1,0,-5,1,3,0.2,15,18,0.502,0.502,2.3,-0.5,23,gordoni01,NickÿGordon*,NickÿGordon,NickÿGordon,nickgordon
514,TerranceÿGore,31,NYM,10,8,-1,1,0,0,0,-1,-0.1,0,-1,0.491,0.499,-0.1,0,-1,gorete01,TerranceÿGore,TerranceÿGore,TerranceÿGore,terrancegore
515,NolanÿGorman*,22,STL,89,313,1,1,0,-5,1,-3,-0.3,11,8,0.496,0.498,1.2,-0.4,12,gormano01,NolanÿGorman*,NolanÿGorman,NolanÿGorman,nolangorman
517,PhilÿGosselin,33,2TM,34,77,-9,-1,1,-2,0,-11,-1.2,3,-8,0.464,0.495,-0.8,-0.2,-6,gosseph01,PhilÿGosselin,PhilÿGosselin,PhilÿGosselin,philgosselin
520,YasmaniÿGrandal#,33,CHW,99,376,-15,-2,-1,-8,3,-24,-2.6,13,-11,0.474,0.484,-0.5,-0.6,-3,grandya01,YasmaniÿGrandal#,YasmaniÿGrandal,YasmaniÿGrandal,yasmanigrandal
522,KendallÿGraveman,31,CHW,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,graveke01,KendallÿGraveman,KendallÿGraveman,KendallÿGraveman,kendallgraveman
528,RileyÿGreene*,21,DET,93,418,-3,-2,0,2,3,0,0,13,14,0.5,0.5,1.1,0.5,12,greenri03,RileyÿGreene*,RileyÿGreene,RileyÿGreene,rileygreene
530,DidiÿGregorius*,32,PHI,63,232,-11,1,1,-5,3,-11,-1.1,8,-3,0.481,0.493,0.1,-0.1,2,gregodi01,DidiÿGregorius*,DidiÿGregorius,DidiÿGregorius,didigregorius
531,GraysonÿGreiner,29,ARI,2,8,0,0,0,0,0,0,0,0,0,0.497,0.5,0,0,0,greingr01,GraysonÿGreiner,GraysonÿGreiner,GraysonÿGreiner,graysongreiner
533,RandalÿGrichuk,30,COL,140,538,-7,0,0,-4,-2,-14,-1.4,18,4,0.489,0.491,0.7,-0.6,8,grichra01,RandalÿGrichuk,RandalÿGrichuk,RandalÿGrichuk,randalgrichuk
535,JustinÿGrimm,33,OAK,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,grimmju01,JustinÿGrimm,JustinÿGrimm,JustinÿGrimm,justingrimm
536,TrentÿGrisham*,25,SDP,152,524,-11,3,3,8,4,7,0.8,18,25,0.505,0.504,1.6,1.3,17,grishtr01,TrentÿGrisham*,TrentÿGrisham,TrentÿGrisham,trentgrisham
537,VaughnÿGrissom,21,ATL,41,156,3,0,2,-3,1,3,0.4,5,9,0.509,0.502,1.2,-0.2,12,grissva01,VaughnÿGrissom,VaughnÿGrissom,VaughnÿGrissom,vaughngrissom
538,JordanÿGroshans,22,MIA,17,65,-2,0,0,-1,0,-3,-0.3,2,-1,0.48,0.498,0,-0.1,0,groshjo01,JordanÿGroshans,JordanÿGroshans,JordanÿGroshans,jordangroshans
539,RobbieÿGrossman#,32,2TM,129,477,-9,0,1,3,-5,-10,-1,16,7,0.492,0.496,0.2,-0.2,4,grossro01,RobbieÿGrossman#,RobbieÿGrossman,RobbieÿGrossman,robbiegrossman
543,VladimirÿGuerreroÿJr.,23,TOR,160,706,25,-1,-1,3,-9,17,1.8,23,40,0.511,0.511,3.8,-0.7,37,guerrvl02,VladimirÿGuerreroÿJr.,VladimirÿGuerreroÿJr.,VladimirÿGuerreroÿJr,vladimirguerrerojr
544,LuisÿGuillorme*,27,NYM,102,335,1,-1,-1,2,3,4,0.5,11,15,0.504,0.503,1.3,0.6,13,guilllu01,LuisÿGuillorme*,LuisÿGuillorme,LuisÿGuillorme,luisguillorme
545,LourdesÿGurrielÿJr.,28,TOR,121,493,8,-1,0,4,-5,6,0.6,17,23,0.505,0.504,1.9,-0.2,19,gurrilo01,LourdesÿGurrielÿJr.,LourdesÿGurrielÿJr.,LourdesÿGurrielÿJr,lourdesgurrieljr
546,YuliÿGurriel,38,HOU,146,584,-11,1,-1,-2,-7,-20,-2.2,20,0,0.485,0.487,0,-1.1,2,gourryu01,YuliÿGurriel,YuliÿGurriel,YuliÿGurriel,yuligurriel
548,DaltonÿGuthrie,26,PHI,14,28,3,0,0,0,0,3,0.3,1,4,0.52,0.502,0.4,0,4,guthrda01,DaltonÿGuthrie,DaltonÿGuthrie,DaltonÿGuthrie,daltonguthrie
549,KelvinÿGuti‚rrez,27,BAL,12,33,-2,0,0,-1,0,-3,-0.3,1,-1,0.477,0.498,-0.1,-0.1,0,gutieke01,KelvinÿGutierrez,KelvinÿGutierrez,KelvinÿGutierrez,kelvingutierrez
551,RonaldÿGuzm n*,27,NYY,3,6,-2,0,0,0,0,-2,-0.2,0,-2,0.431,0.499,-0.2,0,-2,guzmaro01,RonaldÿGuzman*,RonaldÿGuzman,RonaldÿGuzman,ronaldguzman
552,EricÿHaase,29,DET,110,351,6,0,0,-2,4,8,0.9,12,20,0.508,0.505,2.3,0.2,22,haaseer01,EricÿHaase,EricÿHaase,EricÿHaase,erichaase
554,JakeÿHager,29,ARI,28,59,-1,0,0,-2,1,-3,-0.3,2,0,0.491,0.498,0.1,-0.1,2,hagerja01,JakeÿHager,JakeÿHager,JakeÿHager,jakehager
555,SamÿHaggerty#,28,SEA,83,201,4,2,0,11,-3,14,1.5,7,21,0.518,0.509,1,0.8,10,haggesa01,SamÿHaggerty#,SamÿHaggerty,SamÿHaggerty,samhaggerty
556,DarickÿHall*,26,PHI,41,142,3,0,0,0,-3,-1,0,5,4,0.499,0.5,0.4,-0.3,4,hallda02,DarickÿHall*,DarickÿHall,DarickÿHall,darickhall
558,BillyÿHamilton,31,2TM,37,23,-4,3,0,0,-1,-2,-0.2,1,-1,0.495,0.499,-0.1,-0.1,-1,hamilbi02,BillyÿHamilton,BillyÿHamilton,BillyÿHamilton,billyhamilton
559,CalebÿHamilton,27,MIN,22,23,-2,0,0,-2,0,-4,-0.4,1,-3,0.481,0.497,-0.1,-0.2,-1,hamilca01,CalebÿHamilton,CalebÿHamilton,CalebÿHamilton,calebhamilton
561,GarrettÿHampson,27,COL,90,226,-12,1,0,-9,3,-17,-1.8,8,-10,0.48,0.489,-0.1,-0.7,0,hampsga01,GarrettÿHampson,GarrettÿHampson,GarrettÿHampson,garretthampson
563,MitchÿHaniger,31,SEA,57,247,6,0,-1,3,-3,5,0.5,8,13,0.509,0.503,1,0,10,hanigmi01,MitchÿHaniger,MitchÿHaniger,MitchÿHaniger,mitchhaniger
564,IanÿHapp#,27,CHC,158,641,12,-2,1,14,-6,19,2.1,22,41,0.513,0.513,2.7,1,27,happia01,IanÿHapp#,IanÿHapp,IanÿHapp,ianhapp
565,BryceÿHarper*,29,PHI,99,426,21,-1,0,-1,-8,11,1.2,14,25,0.511,0.507,2.6,-0.9,26,harpebr03,BryceÿHarper*,BryceÿHarper,BryceÿHarper,bryceharper
566,MichaelÿHarrisÿII*,21,ATL,114,441,17,5,1,8,3,35,3.8,15,50,0.532,0.523,4.3,1.3,42,harrimi04,MichaelÿHarrisÿII*,MichaelÿHarrisÿII,MichaelÿHarrisÿII,michaelharrisii
567,JoshÿHarrison,34,CHW,119,425,-4,-2,0,6,3,3,0.3,15,17,0.502,0.502,1,1,11,harrijo05,JoshÿHarrison,JoshÿHarrison,JoshÿHarrison,joshharrison
568,MonteÿHarrison,26,LAA,9,14,1,0,0,1,0,2,0.2,0,2,0.52,0.501,0.1,0.1,1,harrimo01,MonteÿHarrison,MonteÿHarrison,MonteÿHarrison,monteharrison
570,AdamÿHaseley*,26,CHW,14,25,1,0,0,1,-1,1,0.1,1,1,0.504,0.5,0,0,0,haselad01,AdamÿHaseley*,AdamÿHaseley,AdamÿHaseley,adamhaseley
572,Ke'BryanÿHayes,25,PIT,136,560,-6,2,0,24,4,23,2.6,19,42,0.518,0.515,1.8,3,18,hayeske01,Ke'BryanÿHayes,Ke'BryanÿHayes,Ke'BryanÿHayes,ke'bryanhayes
573,AustinÿHays,26,BAL,145,582,6,-1,0,4,-5,4,0.4,20,24,0.503,0.503,2,-0.2,20,haysau01,AustinÿHays,AustinÿHays,AustinÿHays,austinhays
578,AustinÿHedges,29,CLE,105,338,-22,-2,-2,5,7,-13,-1.5,12,-2,0.486,0.491,-0.9,1.2,-7,hedgeau01,AustinÿHedges,AustinÿHedges,AustinÿHedges,austinhedges
579,JonahÿHeim#,27,TEX,127,450,-1,0,0,3,7,8,0.9,15,24,0.507,0.505,2.1,1.1,20,heimjo01,JonahÿHeim#,JonahÿHeim,JonahÿHeim,jonahheim
580,TylerÿHeineman#,31,2TM,62,174,-10,0,0,2,3,-4,-0.4,6,2,0.494,0.498,0,0.6,0,heinety01,TylerÿHeineman#,TylerÿHeineman,TylerÿHeineman,tylerheineman
583,GunnarÿHenderson*,21,BAL,34,132,4,-1,1,0,1,5,0.5,5,10,0.516,0.503,1,0.1,10,hendegu01,GunnarÿHenderson*,GunnarÿHenderson,GunnarÿHenderson,gunnarhenderson
585,LiamÿHendriks,33,CHW,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,hendrli01,LiamÿHendriks,LiamÿHendriks,LiamÿHendriks,liamhendriks
586,RyanÿHendrix,27,CIN,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,hendrry01,RyanÿHendrix,RyanÿHendrix,RyanÿHendrix,ryanhendrix
588,PaytonÿHenry,25,MIA,15,35,-2,0,0,-1,1,-2,-0.2,1,-1,0.484,0.499,0,0,0,henrypa01,PaytonÿHenry,PaytonÿHenry,PaytonÿHenry,paytonhenry
590,DavidÿHensley,26,HOU,16,34,3,0,0,-1,0,2,0.2,1,3,0.511,0.501,0.4,-0.2,4,henslda01,DavidÿHensley,DavidÿHensley,DavidÿHensley,davidhensley
592,GuillermoÿHeredia,31,ATL,74,82,-5,1,0,1,-3,-6,-0.6,3,-3,0.492,0.496,-0.5,-0.2,-4,heredgu01,GuillermoÿHeredia,GuillermoÿHeredia,GuillermoÿHeredia,guillermoheredia
595,MichaelÿHermosillo,27,CHC,31,73,-6,0,0,-2,0,-8,-0.8,2,-5,0.473,0.495,-0.4,-0.2,-3,hermomi01,MichaelÿHermosillo,MichaelÿHermosillo,MichaelÿHermosillo,michaelhermosillo
596,CarlosÿHern ndez,25,KCR,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,hernaca04,CarlosÿHernandez,CarlosÿHernandez,CarlosÿHernandez,carloshernandez
597,C‚sarÿHern ndez#,32,WSN,147,617,-13,0,0,-4,4,-13,-1.3,21,8,0.491,0.491,1.1,0.1,12,hernace02,CesarÿHernandez#,CesarÿHernandez,CesarÿHernandez,cesarhernandez
599,ElierÿHernandez,27,TEX,14,35,-3,-1,0,0,-1,-5,-0.6,1,-4,0.461,0.497,-0.4,-0.1,-4,hernael02,ElierÿHernandez,ElierÿHernandez,ElierÿHernandez,elierhernandez
601,EnriqueÿHern ndez,30,BOS,93,402,-12,0,-1,6,3,-3,-0.4,13,10,0.496,0.498,0.3,1,4,hernaen02,EnriqueÿHernandez,EnriqueÿHernandez,EnriqueÿHernandez,enriquehernandez
603,TeoscarÿHern ndez,29,TOR,131,535,20,-1,-2,-2,-5,10,1,18,28,0.508,0.507,3.1,-0.8,30,hernate01,TeoscarÿHernandez,TeoscarÿHernandez,TeoscarÿHernandez,teoscarhernandez
604,YadielÿHern ndez*,34,WSN,94,327,3,-3,0,-3,-4,-7,-0.7,11,5,0.493,0.496,0.7,-0.7,8,hernaya01,YadielÿHernandez*,YadielÿHernandez,YadielÿHernandez,yadielhernandez
605,YonnyÿHern ndez#,24,ARI,12,28,-4,1,0,2,0,-1,-0.1,1,0,0.492,0.499,-0.2,0.2,-2,hernayo02,YonnyÿHernandez#,YonnyÿHernandez,YonnyÿHernandez,yonnyhernandez
606,Iv nÿHerrera,22,STL,11,22,-3,0,0,-1,0,-3,-0.4,1,-3,0.467,0.498,-0.2,-0.1,-2,herreiv01,IvanÿHerrera,IvanÿHerrera,IvanÿHerrera,ivanherrera
607,Jos‚ÿHerrera#,25,ARI,47,124,-10,0,0,1,3,-6,-0.7,4,-2,0.486,0.496,-0.4,0.4,-3,herrejo04,JoseÿHerrera#,JoseÿHerrera,JoseÿHerrera,joseherrera
608,Od£belÿHerrera*,30,PHI,62,197,-2,0,0,-3,1,-4,-0.4,7,2,0.493,0.497,0.5,-0.2,5,herreod01,OdubelÿHerrera*,OdubelÿHerrera,OdubelÿHerrera,odubelherrera
609,JasonÿHeyward*,32,CHC,48,151,-8,0,0,-3,0,-11,-1.2,5,-6,0.475,0.493,-0.4,-0.3,-3,heywaja01,JasonÿHeyward*,JasonÿHeyward,JasonÿHeyward,jasonheyward
610,BrewerÿHicklen,26,KCR,6,4,-1,0,0,0,0,-1,-0.1,0,-1,0.479,0.499,-0.1,0,-1,hicklbr01,BrewerÿHicklen,BrewerÿHicklen,BrewerÿHicklen,brewerhicklen
611,AaronÿHicks#,32,NYY,130,453,-5,1,0,4,0,0,0,15,16,0.5,0.5,1.1,0.4,12,hicksaa01,AaronÿHicks#,AaronÿHicks,AaronÿHicks,aaronhicks
613,KyleÿHigashioka,32,NYY,83,248,-6,-1,0,0,5,-2,-0.2,8,7,0.497,0.499,0.6,0.5,6,higasky01,KyleÿHigashioka,KyleÿHigashioka,KyleÿHigashioka,kylehigashioka
614,P.J.ÿHiggins,29,CHC,74,229,-2,-2,0,-4,0,-8,-0.8,8,0,0.489,0.495,0.4,-0.4,4,higgipj01,P.J.ÿHiggins,P.J.ÿHiggins,PJÿHiggins,pjhiggins
615,DerekÿHill,26,DET,31,92,-5,1,1,4,1,1,0.1,3,4,0.504,0.501,0,0.5,0,hillde01,DerekÿHill,DerekÿHill,DerekÿHill,derekhill
619,SamÿHilliard*,28,COL,70,200,-11,1,1,10,-2,-1,-0.1,7,6,0.498,0.499,-0.5,0.9,-4,hillisa01,SamÿHilliard*,SamÿHilliard,SamÿHilliard,samhilliard
620,KestonÿHiura,25,MIL,80,266,6,0,0,-3,-4,-1,-0.1,9,8,0.499,0.499,1.1,-0.7,11,hiurake01,KestonÿHiura,KestonÿHiura,KestonÿHiura,kestonhiura
623,NicoÿHoerner,25,CHC,135,517,2,2,1,10,8,23,2.5,18,41,0.518,0.515,3.1,1.9,31,hoernni01,NicoÿHoerner,NicoÿHoerner,NicoÿHoerner,nicohoerner
624,JeffÿHoffman,29,CIN,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,hoffmje02,JeffÿHoffman,JeffÿHoffman,JeffÿHoffman,jeffhoffman
631,RhysÿHoskins,29,PHI,156,672,18,-5,-1,3,-7,8,0.9,23,30,0.505,0.505,2.7,-0.4,27,hoskirh01,RhysÿHoskins,RhysÿHoskins,RhysÿHoskins,rhyshoskins
632,EricÿHosmer*,32,2TM,104,419,7,-1,0,-5,-5,-5,-0.4,14,10,0.495,0.498,1.5,-1,15,hosmeer01,EricÿHosmer*,EricÿHosmer,EricÿHosmer,erichosmer
639,SamÿHuff,24,TEX,44,132,-1,1,0,-3,1,-2,-0.2,5,3,0.496,0.499,0.6,-0.2,6,huffsa01,SamÿHuff,SamÿHuff,SamÿHuff,samhuff
640,BrandonÿHughes#,26,CHC,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,hughebr01,BrandonÿHughes#,BrandonÿHughes,BrandonÿHughes,brandonhughes
641,CooperÿHummel#,27,ARI,66,201,-8,1,0,-2,-1,-10,-1,7,-3,0.484,0.494,-0.2,-0.3,-1,hummeco01,CooperÿHummel#,CooperÿHummel,CooperÿHummel,cooperhummel
642,TommyÿHunter,35,NYM,2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,hunteto02,TommyÿHunter,TommyÿHunter,TommyÿHunter,tommyhunter
644,AndyÿIb ¤ez,29,TEX,40,128,-7,0,1,2,0,-5,-0.5,4,0,0.487,0.497,-0.3,0.2,-2,ibanean01,AndyÿIbanez,AndyÿIbanez,AndyÿIbanez,andyibanez
645,JoseÿIglesias,32,COL,118,467,-6,-2,1,-4,7,-3,-0.3,16,13,0.497,0.498,1.6,0.3,17,iglesjo01,JoseÿIglesias,JoseÿIglesias,JoseÿIglesias,joseiglesias
647,EnderÿInciarte*,31,NYM,11,8,-1,0,0,1,0,-1,-0.1,0,0,0.494,0.5,-0.1,0.1,-1,inciaen01,EnderÿInciarte*,EnderÿInciarte,EnderÿInciarte,enderinciarte
648,JonathanÿIndia,25,CIN,103,431,-2,-2,0,-14,2,-15,-1.5,15,-1,0.484,0.49,1.3,-1.3,13,indiajo01,JonathanÿIndia,JonathanÿIndia,JonathanÿIndia,jonathanindia
650,KyleÿIsbel*,25,KCR,106,278,-12,0,0,9,-2,-5,-0.6,10,5,0.495,0.497,-0.6,0.7,-5,isbelky01,KyleÿIsbel*,KyleÿIsbel,KyleÿIsbel,kyleisbel
651,AlexÿJackson,26,MIL,5,12,-1,0,0,0,0,-1,-0.1,0,0,0.484,0.5,-0.1,0,0,jacksal02,AlexÿJackson,AlexÿJackson,AlexÿJackson,alexjackson
653,DrewÿJackson,28,OAK,3,3,-1,0,0,0,0,-1,-0.1,0,-1,0.471,0.499,-0.1,0,-1,jacksdr01,DrewÿJackson,DrewÿJackson,DrewÿJackson,drewjackson
657,TravisÿJankowski*,31,2TM,44,64,-4,0,1,1,-1,-3,-0.3,2,-1,0.492,0.498,-0.3,0,-2,jankotr01,TravisÿJankowski*,TravisÿJankowski,TravisÿJankowski,travisjankowski
658,DannyÿJansen,27,TOR,72,248,11,0,0,5,4,20,2.1,8,28,0.53,0.513,2.4,1,23,janseda01,DannyÿJansen,DannyÿJansen,DannyÿJansen,dannyjansen
663,RyanÿJeffers,25,MIN,67,236,-4,1,0,1,4,1,0.1,8,9,0.501,0.501,0.8,0.5,8,jeffery01,RyanÿJeffers,RyanÿJeffers,RyanÿJeffers,ryanjeffers
665,EloyÿJim‚nez,25,CHW,84,327,15,0,-1,-2,-5,7,0.7,11,18,0.509,0.504,2,-0.8,20,jimenel02,EloyÿJimenez,EloyÿJimenez,EloyÿJimenez,eloyjimenez
667,ConnorÿJoe,29,COL,111,467,-4,0,-1,3,-6,-7,-0.7,16,9,0.493,0.495,0.5,-0.3,6,joeco01,ConnorÿJoe,ConnorÿJoe,ConnorÿJoe,connorjoe
668,BryceÿJohnson#,26,SFG,11,19,-3,0,0,-1,0,-4,-0.4,1,-3,0.464,0.498,-0.2,-0.1,-2,johnsbr03,BryceÿJohnson#,BryceÿJohnson,BryceÿJohnson,brycejohnson
671,NolanÿJones*,24,CLE,28,94,-1,-1,0,1,-1,-2,-0.2,3,1,0.492,0.499,0,0,0,jonesno01,NolanÿJones*,NolanÿJones,NolanÿJones,nolanjones
672,TaylorÿJones,28,HOU,1,1,0,0,0,0,0,0,0,0,0,0.472,0.5,,0,0,jonesta01,TaylorÿJones,TaylorÿJones,TaylorÿJones,taylorjones
673,AaronÿJudge,30,NYY,157,696,80,2,-2,3,-2,81,8.3,23,103,0.553,0.552,10.3,0,100,judgeaa01,AaronÿJudge,AaronÿJudge,AaronÿJudge,aaronjudge
674,JoshÿJung,24,TEX,26,102,-3,0,0,0,1,-3,-0.3,3,1,0.488,0.498,0.1,0.1,1,jungjo01,JoshÿJung,JoshÿJung,JoshÿJung,joshjung
678,JamesÿKaprielian,28,OAK,1,0,0,0,0,0,0,0,0,0,0,0.489,0.5,0,0,0,kaprija01,JamesÿKaprielian,JamesÿKaprielian,JamesÿKaprielian,jameskaprielian
680,GosukeÿKatoh*,27,TOR,8,11,0,0,0,0,0,0,0,0,1,0.505,0.5,0.1,0,1,katohgo01,GosukeÿKatoh*,GosukeÿKatoh,GosukeÿKatoh,gosukekatoh
682,JarredÿKelenic*,22,SEA,54,181,-9,0,0,3,0,-7,-0.8,6,-1,0.486,0.495,-0.5,0.3,-4,kelenja01,JarredÿKelenic*,JarredÿKelenic,JarredÿKelenic,jarredkelenic
686,CarsonÿKelly,27,ARI,104,354,-12,0,0,3,6,-3,-0.2,12,9,0.497,0.498,0.5,1,6,kellyca02,CarsonÿKelly,CarsonÿKelly,CarsonÿKelly,carsonkelly
691,TonyÿKemp*,30,OAK,147,558,-7,3,0,-2,0,-6,-0.6,19,13,0.496,0.496,1.5,-0.2,15,kempto01,TonyÿKemp*,TonyÿKemp,TonyÿKemp,tonykemp
692,BuddyÿKennedy,23,ARI,30,94,-3,0,0,-1,1,-3,-0.3,3,0,0.489,0.498,0.1,0,1,kennebu01,BuddyÿKennedy,BuddyÿKennedy,BuddyÿKennedy,buddykennedy
693,IanÿKennedy,37,ARI,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,kenneia01,IanÿKennedy,IanÿKennedy,IanÿKennedy,iankennedy
694,MaxÿKepler*,29,MIN,115,446,-3,0,3,9,-3,6,0.6,15,21,0.506,0.504,1.2,0.6,12,keplema01,MaxÿKepler*,MaxÿKepler,MaxÿKepler,maxkepler
698,KevinÿKiermaier*,32,TBR,63,221,-2,1,1,2,1,3,0.3,8,11,0.505,0.502,0.9,0.4,9,kiermke01,KevinÿKiermaier*,KevinÿKiermaier,KevinÿKiermaier,kevinkiermaier
701,Ha-SeongÿKim,26,SDP,150,582,5,2,1,12,8,28,3,20,48,0.519,0.518,3.6,2.2,35,kimha01,Ha-SeongÿKim,Ha-SeongÿKim,Ha-SeongÿKim,ha-seongkim
702,CraigÿKimbrel,34,LAD,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,kimbrcr01,CraigÿKimbrel,CraigÿKimbrel,CraigÿKimbrel,craigkimbrel
703,IsiahÿKiner-Falefa,27,NYY,142,531,-10,2,0,10,8,11,1.1,18,29,0.508,0.507,1.9,1.9,19,kineris01,IsiahÿKiner-Falefa,IsiahÿKiner-Falefa,IsiahÿKiner-Falefa,isiahkiner-falefa
706,ScottÿKingery,28,PHI,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,kingesc01,ScottÿKingery,ScottÿKingery,ScottÿKingery,scottkingery
709,AlexÿKirilloff*,24,MIN,45,156,-2,-1,0,-2,-2,-8,-0.9,5,-2,0.481,0.495,-0.1,-0.5,0,kirilal01,AlexÿKirilloff*,AlexÿKirilloff,AlexÿKirilloff,alexkirilloff
710,AlejandroÿKirk,23,TOR,139,541,21,-5,0,4,1,21,2.2,18,39,0.516,0.514,3.6,0.5,35,kirkal01,AlejandroÿKirk,AlejandroÿKirk,AlejandroÿKirk,alejandrokirk
713,AndrewÿKnapp#,30,3TM,16,46,-4,0,0,0,1,-3,-0.3,2,-2,0.478,0.499,-0.2,0.1,-2,knappan01,AndrewÿKnapp#,AndrewÿKnapp,AndrewÿKnapp,andrewknapp
717,AndrewÿKnizner,27,STL,96,293,-8,1,-2,0,5,-4,-0.4,10,6,0.496,0.498,0.6,0.6,6,kniznan01,AndrewÿKnizner,AndrewÿKnizner,AndrewÿKnizner,andrewknizner
721,MarkÿKolozsvary,26,CIN,10,21,-1,1,0,0,0,0,0,1,1,0.504,0.5,0.1,0.1,1,kolozma01,MarkÿKolozsvary,MarkÿKolozsvary,MarkÿKolozsvary,markkolozsvary
725,JoeyÿKrehbiel,29,BAL,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,krehbjo01,JoeyÿKrehbiel,JoeyÿKrehbiel,JoeyÿKrehbiel,joeykrehbiel
726,RyanÿKreidler,24,DET,26,84,-6,0,0,5,1,1,0.1,3,4,0.505,0.501,-0.1,0.7,-1,kreidry01,RyanÿKreidler,RyanÿKreidler,RyanÿKreidler,ryankreidler
728,JasonÿKrizan*,33,SFG,3,10,-1,0,0,0,0,-1,-0.1,0,0,0.474,0.5,0,0,0,krizaja01,JasonÿKrizan*,JasonÿKrizan,JasonÿKrizan,jasonkrizan
730,JoelÿKuhnel,27,CIN,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,kuhnejo01,JoelÿKuhnel,JoelÿKuhnel,JoelÿKuhnel,joelkuhnel
731,StevenÿKwan*,24,CLE,147,638,18,3,2,15,-5,33,3.5,21,54,0.524,0.522,4,1,39,kwanst01,StevenÿKwan*,StevenÿKwan,StevenÿKwan,stevenkwan
732,TommyÿLaÿStella*,33,SFG,60,195,-6,0,0,-3,-4,-13,-1.3,7,-6,0.478,0.492,-0.4,-0.7,-3,lasteto01,TommyÿLaÿStella*,TommyÿLaÿStella,TommyÿLaÿStella,tommylastella
734,JuanÿLagares,33,LAA,20,62,-6,0,0,-4,0,-10,-1.1,2,-8,0.445,0.493,-0.5,-0.5,-4,lagarju01,JuanÿLagares,JuanÿLagares,JuanÿLagares,juanlagares
736,JakeÿLamb*,31,2TM,41,111,1,-1,-1,-2,-2,-5,-0.5,4,-1,0.487,0.499,0.1,-0.5,1,lambja01,JakeÿLamb*,JakeÿLamb,JakeÿLamb,jakelamb
737,JimmyÿLambert,27,CHW,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,lambeji01,JimmyÿLambert,JimmyÿLambert,JimmyÿLambert,jimmylambert
740,SheaÿLangeliers,24,OAK,40,153,-1,-1,-1,0,-1,-3,-0.4,5,2,0.491,0.498,0.2,-0.1,2,langesh01,SheaÿLangeliers,SheaÿLangeliers,SheaÿLangeliers,shealangeliers
